Unnamed: 0,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag
582,40,1,791,1,2,2,3,3,0,38,4,2,0,2,1,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,0
886,30,2,1465,1,1,3,3,4,1,63,3,1,6,2,1,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,0
884,40,2,107,2,10,3,5,2,0,84,2,2,7,2,0,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,0
781,26,2,192,1,1,2,3,1,1,59,2,1,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,0
362,21,0,895,2,9,2,3,1,1,39,3,1,8,4,2,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,0
511,36,2,913,1,9,2,3,2,1,48,2,2,4,2,0,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,0
1381,28,0,1103,1,16,3,3,3,1,49,3,1,6,3,2,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,0
1068,28,1,289,1,2,2,3,3,1,38,2,1,2,1,2,2561,5355,7,0,11,3,3,0,8,2,2,0,0,0,0,1
1271,21,2,337,2,7,1,2,2,1,31,3,1,8,2,2,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,1
391,40,2,555,1,2,3,3,2,0,78,2,2,2,3,1,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,0
802,33,1,970,2,7,3,1,4,0,30,3,2,7,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,0
1325,42,2,1142,1,8,3,1,4,1,81,3,1,2,3,2,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,0
131,50,1,809,2,12,3,2,3,0,77,3,3,7,4,2,9208,6645,4,0,11,3,4,0,16,3,3,2,2,2,1,0
209,46,2,644,1,1,4,3,4,1,97,3,3,0,1,0,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,0
513,20,2,1362,1,10,1,3,4,1,32,3,1,6,3,2,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,1
1454,45,2,374,2,20,3,1,4,0,50,3,2,7,3,2,4850,23333,8,0,15,3,3,0,8,3,3,5,3,0,1,0
1313,29,2,350,0,13,3,0,1,1,56,2,1,1,1,0,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0,1
322,32,2,1018,1,2,4,3,1,0,74,4,2,6,4,2,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,0
447,35,2,619,2,1,3,2,2,1,85,3,2,7,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0
488,42,2,622,1,2,4,1,3,0,81,3,2,0,4,1,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,0
250,37,1,504,1,10,3,3,1,1,61,3,3,4,3,0,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,1
1304,40,2,750,1,12,3,1,2,0,47,3,2,0,1,0,4448,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,0
1354,56,2,1162,1,24,2,1,1,1,97,3,1,2,4,2,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,1
188,34,1,1069,1,2,1,1,4,1,45,2,2,4,3,1,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,0
394,31,2,480,1,7,2,3,2,0,31,3,2,4,1,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0
400,39,1,1218,1,1,1,1,2,1,52,3,5,3,3,0,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,0
1115,34,2,479,1,7,4,3,1,1,35,3,1,6,4,2,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,0
730,30,2,153,1,8,2,1,2,0,73,4,3,5,1,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,0
994,52,1,322,1,28,2,3,4,0,59,4,4,4,3,1,13247,9731,2,1,11,3,2,1,24,3,2,5,3,0,2,0
506,37,2,482,1,3,3,4,3,1,36,3,3,4,3,1,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,0
626,32,2,638,1,8,2,3,3,0,91,4,2,6,3,1,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,0
1189,33,2,392,2,2,4,3,4,1,93,3,2,7,4,0,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,0
828,18,0,247,1,8,1,3,3,1,80,3,1,2,3,2,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,1
236,33,2,465,1,2,2,1,1,0,39,3,1,2,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,1
1415,33,0,1313,1,1,2,3,2,1,59,2,1,2,3,0,2008,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,0
623,30,1,1012,1,5,4,1,2,1,75,2,1,6,4,0,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,0
384,36,2,164,2,2,2,3,2,1,61,2,3,7,3,1,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,0
1409,40,1,692,1,11,3,5,4,0,73,3,2,2,3,1,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4,0
161,27,0,691,1,9,3,3,4,1,57,3,1,6,2,0,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,0
904,48,2,715,1,1,3,1,4,1,76,2,5,5,4,2,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,0
1276,37,2,589,2,9,2,2,2,1,46,2,2,7,2,1,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,0
183,50,2,328,1,1,3,3,3,1,86,2,1,2,3,1,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,0
505,26,2,991,1,6,3,1,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,0
388,42,2,201,1,1,4,1,2,0,95,3,1,2,1,0,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,0
733,26,2,1066,1,2,2,3,4,1,32,4,2,4,4,1,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,0
108,25,2,1280,1,7,1,3,4,1,64,2,1,6,4,1,2889,26897,1,0,11,3,3,2,2,2,3,2,2,2,1,0
528,50,1,562,2,8,2,5,2,1,50,3,2,7,3,1,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,1
691,40,1,1469,1,9,4,3,4,1,35,3,1,6,2,0,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,0
1096,40,2,898,0,6,2,3,3,1,38,3,4,3,4,2,16437,17381,1,1,21,4,4,0,21,2,3,21,7,7,7,0
110,51,1,1456,1,1,4,3,1,0,30,2,3,0,1,2,7484,25796,3,0,20,4,3,0,23,1,2,13,12,12,8,0
540,28,2,654,1,1,2,1,1,0,67,1,1,6,2,2,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,1
866,40,1,1184,2,2,4,3,2,1,62,3,2,7,2,1,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,0
778,46,2,1003,1,8,4,1,4,0,74,2,2,6,1,0,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,0
959,40,2,523,1,2,3,1,3,1,98,3,2,6,4,2,4661,22455,1,0,13,3,3,0,9,4,3,9,8,8,8,0
694,33,2,1069,1,1,3,1,2,0,42,2,2,0,4,2,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,0
18,53,2,1219,2,2,4,1,1,0,78,2,4,3,4,1,15427,22021,2,0,16,3,3,0,31,3,3,25,8,3,7,0
381,30,2,202,2,2,1,5,3,1,72,3,1,8,2,1,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0
1094,40,2,1342,2,9,2,3,1,1,47,3,2,7,1,1,5473,19345,0,0,12,3,4,0,9,5,4,8,4,7,1,0
251,39,1,505,1,2,4,5,3,0,64,3,3,0,3,2,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,0
1386,26,2,157,1,1,3,3,3,1,95,3,1,2,1,2,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6,0
230,52,2,1323,1,2,3,1,3,0,89,2,1,2,4,2,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,0
1405,31,0,697,1,10,3,3,3,0,40,3,3,5,3,1,11031,26862,4,0,20,4,3,1,13,2,4,11,7,4,8,0
9,36,2,1299,1,27,3,3,3,1,94,3,2,0,3,1,5237,16577,6,0,13,3,2,2,17,3,2,7,7,7,7,0
982,38,1,693,1,7,3,1,4,1,57,4,1,6,3,0,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3,0
954,42,0,495,1,2,1,1,3,1,37,3,4,3,3,1,17861,26582,0,1,13,3,4,0,21,3,2,20,8,2,10,0
826,38,2,433,0,1,3,0,3,1,37,4,1,1,3,1,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,0
654,39,2,1383,0,2,3,1,4,0,42,2,2,1,4,1,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,0
1339,22,2,391,1,7,1,1,4,1,75,3,1,6,2,2,2472,26092,1,1,23,4,1,0,1,2,3,1,0,0,0,1
1222,24,2,240,0,22,1,0,4,1,58,1,1,1,3,1,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,1
592,47,2,202,1,2,2,4,3,0,33,3,4,3,4,1,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,0
658,44,2,661,1,9,2,1,2,1,61,3,1,6,1,1,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,0
723,46,2,566,1,7,2,3,4,1,75,3,3,4,3,0,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,0
440,34,1,988,0,23,3,0,2,0,43,3,3,1,1,0,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,1
706,40,0,1479,2,24,3,1,2,0,100,4,4,7,2,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,1
1109,30,2,1288,2,29,4,5,3,1,33,3,3,7,2,1,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,0
677,49,2,527,1,8,2,4,1,0,51,3,3,2,2,1,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,0
1116,55,2,685,2,26,5,2,3,1,60,2,5,3,4,1,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,0
216,30,1,334,2,26,4,2,3,0,52,2,2,7,1,2,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,1
150,40,1,1395,1,26,3,3,2,0,54,3,2,6,2,0,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,0
164,27,0,1450,1,3,3,3,3,1,79,2,1,6,3,0,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,0
73,32,2,548,1,1,3,1,2,1,66,3,2,6,2,1,6220,7346,1,0,17,3,2,2,10,3,3,10,4,0,9,0
624,53,2,661,2,7,2,2,1,0,78,2,3,7,4,1,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,0
1367,27,2,1354,1,2,4,5,2,1,41,3,1,6,2,1,2226,6073,1,0,11,3,3,1,6,3,2,5,3,1,2,0
450,31,2,828,2,2,1,1,2,1,77,3,2,7,4,2,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,0
942,36,2,325,1,10,4,5,4,0,63,3,3,0,3,1,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,0
1167,35,2,763,2,15,2,3,1,1,59,1,2,7,4,0,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,1
1419,42,2,557,1,18,4,1,4,1,35,3,2,6,1,0,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,0
1218,41,2,918,2,6,3,2,4,1,35,3,3,7,3,2,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,0
504,45,1,306,2,26,4,1,1,0,100,3,2,7,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,1
1107,38,1,888,0,10,4,0,3,1,71,3,2,1,3,1,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,0
641,32,1,379,2,5,2,1,2,1,48,3,2,7,2,1,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,0
1272,38,2,1153,1,6,2,4,4,0,40,2,1,2,3,1,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,0
1309,26,2,572,2,10,3,3,3,1,46,3,2,7,4,2,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,0
0,41,2,1102,2,1,2,1,2,0,94,3,2,7,4,2,5993,19479,8,1,11,3,1,0,8,0,1,6,4,0,5,1
628,37,2,342,2,16,4,2,4,1,66,2,2,7,3,0,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,0
1005,29,2,332,0,17,3,4,2,1,51,2,3,1,1,2,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,0
497,44,2,1315,1,3,4,4,4,1,35,3,5,3,4,1,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,0
1257,31,2,1079,2,16,4,2,1,1,70,3,3,7,3,1,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,1
50,48,2,626,1,1,2,1,1,1,98,2,3,2,3,2,5381,19294,9,1,13,3,4,0,23,2,3,1,0,0,0,1
527,32,2,929,2,10,3,2,4,1,55,3,2,7,4,2,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,0
1441,56,0,667,1,1,4,1,3,1,57,3,2,0,3,0,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9,0
882,36,2,363,1,1,3,5,3,0,77,1,3,4,1,0,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,0
892,19,0,504,1,10,3,3,1,0,96,2,1,6,2,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,1
1217,24,2,581,1,9,3,3,3,1,62,4,1,6,3,1,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,0
569,36,0,1434,2,8,4,1,1,1,76,2,3,7,1,2,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,0
993,25,2,1372,2,18,1,1,1,1,93,4,2,7,3,1,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,0
1329,29,2,352,0,6,1,3,4,1,87,2,1,1,2,1,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,0
74,36,2,132,1,6,3,1,2,0,55,4,1,2,4,1,3038,22002,3,0,12,3,2,0,5,3,3,1,0,0,0,0
555,29,2,1090,2,10,3,2,4,1,83,3,1,8,2,0,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,0
96,24,2,1353,2,3,2,4,1,0,33,3,2,7,3,1,4999,17519,0,0,21,4,1,1,4,2,2,3,2,0,2,0
1426,32,2,267,1,29,4,1,3,0,49,2,1,2,2,2,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,0
1437,39,0,105,1,9,3,1,4,1,87,3,5,3,4,2,19431,15302,2,0,13,3,3,0,21,3,2,6,0,1,3,0
1196,41,2,1206,2,23,2,1,4,1,80,3,3,7,3,2,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,0
869,46,2,1450,1,15,2,1,4,1,52,3,5,5,2,1,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,0
336,29,2,318,1,8,4,4,2,1,77,1,1,2,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,1
439,31,1,534,1,20,3,1,1,1,66,3,3,0,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,1
1067,47,2,571,2,14,3,3,3,0,78,3,2,7,3,1,4591,24200,3,1,17,3,3,1,11,4,2,5,4,1,2,0
598,28,2,890,1,2,4,3,3,1,46,3,1,6,3,2,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,1
99,44,0,489,1,23,3,3,2,1,67,3,2,2,2,1,2042,25043,4,0,12,3,3,1,17,3,4,3,2,1,2,0
669,39,2,1122,1,6,3,3,4,1,70,3,1,2,1,1,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,1
211,30,0,829,1,1,1,1,3,1,88,2,3,4,3,2,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,0
232,59,2,818,0,6,2,3,2,1,52,3,1,1,3,1,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,0
793,28,2,895,1,15,2,1,1,1,50,3,1,2,3,0,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,0
816,39,0,439,1,9,3,1,3,1,70,3,2,2,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,0
539,50,2,316,2,8,4,2,4,1,54,3,1,8,2,1,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,0
750,44,2,1448,2,28,3,3,4,0,53,4,4,7,4,1,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0
792,33,1,827,1,29,4,3,1,0,54,2,2,6,3,2,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,1
165,50,2,1452,1,11,3,1,3,0,53,3,5,3,2,2,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,0
171,19,1,602,2,1,1,5,3,0,100,1,1,8,1,2,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,1
451,42,2,319,1,24,3,3,4,1,56,3,3,4,1,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,0
1119,38,2,1245,2,14,3,1,3,1,80,3,2,7,2,1,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,0
233,50,2,854,2,1,4,3,4,0,68,3,5,3,4,0,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,0
550,23,2,650,1,9,1,3,2,1,37,3,1,2,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,0
507,29,2,1176,2,3,2,3,2,0,62,3,2,7,3,1,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,0
1417,31,2,1154,2,2,2,1,1,1,54,3,1,8,3,1,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,0
30,33,2,924,1,2,3,3,3,1,78,3,1,2,4,2,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0,0
1318,29,1,574,1,20,1,3,4,1,40,3,1,2,4,1,3812,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,0
1172,29,2,469,2,10,3,3,3,1,42,2,2,7,3,2,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,0
141,45,2,1316,1,29,3,3,3,1,83,3,1,6,4,2,3452,9752,5,0,13,3,2,0,9,2,2,6,5,0,3,0
244,45,2,252,1,1,3,4,3,1,70,4,5,3,4,1,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,0
1128,36,1,1302,1,6,4,1,1,1,80,4,2,2,1,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,0
59,37,2,1115,1,1,4,1,1,1,51,2,2,4,3,0,5993,2689,1,0,18,3,3,1,7,2,4,7,5,0,7,0
1205,32,2,1259,1,2,4,1,4,1,95,3,1,2,2,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,1
1060,24,1,381,1,9,3,3,2,1,89,3,1,2,1,2,3172,16998,2,1,11,3,3,0,4,2,2,0,0,0,0,1
289,28,2,1117,1,8,2,1,4,0,66,3,1,6,4,2,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0
1353,34,0,967,1,16,4,5,4,1,85,1,1,6,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,1
1104,29,2,598,1,9,3,1,3,1,91,4,1,6,3,1,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,0
759,45,2,788,0,24,4,3,2,1,36,3,1,1,2,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,0
931,30,0,879,1,9,2,3,3,0,72,3,2,4,3,2,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,0
34,24,2,813,1,1,3,3,2,1,61,3,1,6,4,1,2293,3020,2,1,16,3,1,1,6,2,2,2,0,2,0,1
369,31,2,408,1,9,4,1,3,1,42,2,1,6,2,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0
219,54,2,1147,2,3,3,2,4,0,52,3,2,7,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,0
273,37,2,228,2,6,4,3,3,1,98,3,2,7,4,1,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0
40,35,2,464,1,4,2,4,3,1,75,3,1,2,4,0,1951,10910,1,0,12,3,3,1,1,3,3,1,0,0,0,0
1209,60,2,370,1,1,4,3,3,1,92,1,3,0,4,0,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,0
873,36,2,917,1,6,4,1,3,1,60,1,1,2,3,0,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,0
1462,39,2,722,2,24,1,2,2,0,60,2,4,7,4,1,12031,8828,0,0,11,3,1,1,21,2,2,20,9,9,6,0
11,29,2,153,1,15,2,1,4,0,49,2,2,2,3,2,4193,12682,0,1,12,3,4,0,10,3,3,9,5,0,8,0
512,27,2,1115,1,3,4,3,1,1,54,2,1,6,4,2,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,0
807,38,2,770,2,10,4,2,3,1,73,2,3,7,3,0,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0
887,42,1,458,1,26,5,3,1,0,60,3,3,5,1,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,0
6,59,2,1324,1,3,3,3,3,0,81,4,1,2,1,1,2670,9964,4,1,20,4,1,3,12,3,2,1,0,0,0,0
799,42,2,469,1,2,2,3,4,1,35,3,4,3,1,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,0
797,26,2,1330,1,21,3,3,1,1,37,3,1,2,3,0,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,1
346,41,2,483,1,6,3,3,4,1,95,2,2,4,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0
430,35,2,144,1,22,3,1,4,1,46,1,1,2,3,2,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,0
360,57,2,593,1,1,4,3,4,1,88,3,2,0,3,1,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0
896,31,2,1062,1,24,3,3,3,0,96,2,2,0,1,2,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,0
105,59,0,1420,0,2,4,0,3,0,32,2,5,3,4,1,18844,21922,9,0,21,4,4,1,30,3,3,3,2,2,2,0
958,34,2,943,1,9,3,1,4,1,86,3,3,0,4,0,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,0
203,40,2,905,1,19,2,3,3,1,99,3,2,2,4,1,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,0
794,34,1,618,1,3,1,1,1,1,45,3,2,0,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,0
716,41,1,840,1,9,3,3,1,1,64,3,5,5,3,0,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,0
791,35,2,1204,2,4,3,5,4,1,86,3,3,7,1,2,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,1
276,35,2,1315,1,22,3,1,2,0,71,4,3,3,2,0,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,0
698,35,2,1219,2,18,3,3,3,0,86,3,2,7,3,1,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,0
267,25,0,675,1,5,2,1,2,1,85,4,2,0,1,0,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,0
1044,49,2,1495,1,5,4,5,1,1,96,3,2,0,3,1,6651,21534,2,0,14,3,2,1,20,0,2,3,2,1,2,0
1340,36,2,1266,2,10,4,5,2,0,63,2,2,7,3,1,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,0
463,26,2,471,1,24,3,5,3,1,66,1,1,2,4,2,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1
98,58,2,682,2,10,4,3,4,1,37,3,4,7,3,2,13872,24409,0,0,13,3,3,0,38,1,2,37,10,1,8,0
212,27,1,1242,2,20,3,1,4,0,90,3,2,7,3,2,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,0
925,42,2,603,1,7,4,3,2,0,78,4,2,6,2,1,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,0
265,29,2,1210,2,2,3,3,1,1,78,2,2,7,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,0
739,27,2,1055,1,2,4,1,1,0,47,3,2,4,4,1,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,0
1287,42,2,1128,1,13,3,3,2,1,95,4,2,0,1,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,0
437,30,2,413,2,7,1,2,4,1,57,3,1,8,2,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,0
487,20,2,959,1,1,3,1,4,0,83,2,1,6,2,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,0
5,32,1,1005,1,2,2,1,4,1,79,3,1,2,4,2,3068,11864,0,0,13,3,3,0,8,2,2,7,7,3,6,0
915,21,1,251,1,10,2,1,1,0,45,2,1,2,3,2,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,1
974,27,1,793,2,2,1,1,4,1,43,1,2,7,4,2,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,0
457,18,1,1306,2,5,3,2,2,1,69,3,1,8,2,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,1
296,18,2,230,1,3,3,1,3,1,54,3,1,2,3,2,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,1
92,30,2,1334,2,4,2,3,3,0,63,2,2,7,2,0,5209,19760,1,1,12,3,2,3,11,4,2,11,8,2,7,0
1266,41,2,548,1,9,4,1,3,1,94,3,1,2,1,0,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,0
1056,28,1,1496,2,1,3,5,1,1,92,3,1,8,3,1,2909,15747,3,0,15,3,4,1,5,3,4,3,2,1,2,1
80,30,2,852,1,1,1,1,4,1,55,2,2,2,4,1,5126,15998,1,1,12,3,3,2,10,1,2,10,8,3,0,0
777,21,2,1334,1,10,3,1,3,0,36,2,1,2,1,2,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,1
761,36,2,660,1,15,3,4,1,1,81,3,2,2,3,0,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,1
154,32,1,967,2,8,3,2,2,0,43,3,3,7,4,2,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,0
722,38,1,1391,1,10,1,3,3,1,66,3,1,6,3,1,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,0
1431,32,2,801,2,1,4,2,3,0,48,3,3,7,4,1,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,0
1317,27,1,1297,1,5,2,1,4,0,53,3,1,2,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,0
343,29,2,144,2,10,1,2,4,0,39,2,2,7,2,0,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0
71,29,2,1328,1,2,3,1,3,1,76,3,1,6,2,1,2703,4956,0,0,23,4,4,1,6,3,3,5,4,0,4,0
590,33,2,213,1,7,3,3,3,1,49,3,3,5,3,1,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,0
